채용글번호,지원금/보험,급여제도,선물,교육/생활,근무 환경,조직문화,출퇴근,리프레시
42941216,"건강검진, 복지카드/포인트","인센티브제, 상여금, 퇴직금, 성과급, 연차수당, 4대 보험",명절선물/귀향비,"워크샵, 도서구입비지원, 자기계발비 지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피), 점심시간 연장제도","휴게실, 회의실, 공기청정기, 노트북, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","주 40시간제 시행, 자율 근무제","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무"
42941164,건강검진,"퇴직연금, 우수사원포상, 퇴직금, 4대 보험",웰컴키트 지급,"우수사원시상식, 워크샵, 멘토링제도, 교육비 지원, 자기계발비 지원, 저녁식사 제공, 사우회(경조사회), 간식 제공, 음료제공(차, 커피), 신규입사자 멘토 제도","공기청정기, 노트북, 사원증, 사무용품 지급, 안마실/안마의자",자유복장,,"연차, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42940780,각종 경조사 지원,"퇴직금, 4대 보험","명절선물/귀향비, 웰컴키트 지급","신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 자격증취득지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 간식 제공, 음료제공(차, 커피), 신규입사자 멘토 제도","휴게실, 회의실, 사내도서관, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 출산 장려, 칼퇴근 보장, 문화 회식","주차장제공, 탄력근무제, 재택근무, 주 40시간제 시행, 자율 근무제","연차, 여름휴가, 반차, Refresh휴가, 근로자의 날 휴무, 남성출산휴가, 시간제 연차"
42939994,"건강검진, 각종 경조사 지원","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",명절선물/귀향비,"우수사원시상식, 워크샵, 신입사원교육(OJT), 자기계발비 지원, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피)","회의실, 공기청정기, 카페테리아, 노트북, 안마실/안마의자","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용",탄력근무제,"연차, 반차, Refresh휴가, 육아휴직"
42939948,"각종 경조사 지원, 업무활동비 지급, 통신비 지원, 해외여행 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 플레이샵, 신입사원교육(OJT), 도서구입비지원, 저녁식사 제공, 음료제공(차, 커피)","회의실, 사원증, 사무용품 지급",자유복장,"야간교통비지급, 주차비지원","연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직"
42939749,"건강검진, 각종 경조사 지원, 업무활동비 지급","퇴직연금, 인센티브제, 상여금, 연차수당, 4대 보험",,"우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 멘토링제도, 음료제공(차, 커피)",,"자유복장, 자유로운 연차사용, 칼퇴근 보장","회사차량 있음, 주 40시간제 시행","연차, 경조휴가제, 반차, 근로자의 날 휴무, 시간제 연차"
42938247,,"퇴직금, 4대 보험",,"워크샵, 점심식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 사무용품 지급","수평적 조직문화, 회식강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화",,"연차, 반차"
42685696,"건강검진, 각종 경조사 지원, 체력단련실운영, 본인학자금, 통신비 지원","퇴직연금, 인센티브제, 퇴직금, 성과급, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 웰컴키트 지급","워크샵, 신입사원교육(OJT), 도서구입비지원, 외국어 교육 지원, 교육비 지원, 구내식당(사원식당), 점심식사 제공, 간식 제공, 음료제공(차, 커피), 신규입사자 멘토 제도","휴게실, 회의실, 공기청정기, 문턱 없음, 콘도/리조트 이용권, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장",주 40시간제 시행,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 휴양시설 제공"
42696844,,"인센티브제, 장기근속자 포상, 4대 보험",명절선물/귀향비,"도서구입비지원, 교육비 지원, 자기계발비 지원, 저녁식사 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",,"연차, 반차, 창립일휴무, 근로자의 날 휴무"
42937216,건강검진,"퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 장기근속 선물","워크샵, 신입사원교육(OJT), 직무능력향상교육","휴게실, 회의실, 카페테리아, 사원증, 사무용품 지급, 최고 성능 컴퓨터, 안마실/안마의자","수평적 조직문화, 자유복장","통근버스 운행, 자율 근무제","연차, 여름휴가, 경조휴가제"
42704623,,우수사원포상,"창립일선물지급, 생일선물/파티, 크리스마스 선물, 결혼기념일선물, 임신/출산 선물",우수사원시상식,"휴게실, 회의실",,,
42790733,,우수사원포상,"창립일선물지급, 생일선물/파티, 크리스마스 선물, 결혼기념일선물, 임신/출산 선물",우수사원시상식,"휴게실, 회의실",,,
42650420,,우수사원포상,"창립일선물지급, 생일선물/파티, 크리스마스 선물, 결혼기념일선물, 임신/출산 선물",우수사원시상식,"휴게실, 회의실",,,
42650409,,우수사원포상,"창립일선물지급, 생일선물/파티, 크리스마스 선물, 결혼기념일선물, 임신/출산 선물",우수사원시상식,"휴게실, 회의실",,,
42906657,"건강검진, 각종 경조사 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 장기근속 선물","창립일행사, 우수사원시상식, 워크샵, 도서구입비지원, 점심식사 제공, 사우회(경조사회), 간식 제공, 음료제공(차, 커피), 해외 워크샵","회의실, 노트북, 콘도/리조트 이용권","회식강요 안함, 야근강요 안함, 자유복장",,"여름휴가, 근로자의 날 휴무, 휴가비지원"
42936170,"건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 연차수당, 직책수당, 자격증수당, 4대 보험","명절선물/귀향비, 창립일선물지급","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피)","회의실, 사무용품 지급",회식강요 안함,"기숙사 운영, 통근버스 운행, 주차장제공, 주 52시간제 준수","연차, 여름휴가, 반차, 휴가비지원"
42935566,,4대 보험,,,,,,
42692951,"건강검진, 각종 경조사 지원","우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","신입사원교육(OJT), 도서구입비지원, 자격증취득지원, 교육비 지원",,"회식강요 안함, 야근강요 안함, 자유복장",재택근무,"연차, 경조휴가제, 근로자의 날 휴무"
42935387,건강검진,"퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 장기근속 선물","워크샵, 신입사원교육(OJT), 직무능력향상교육","휴게실, 회의실, 카페테리아, 사원증, 사무용품 지급, 최고 성능 컴퓨터, 안마실/안마의자","수평적 조직문화, 자유복장","통근버스 운행, 자율 근무제","연차, 여름휴가, 경조휴가제"
42935386,건강검진,"퇴직금, 성과급, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 장기근속 선물","워크샵, 신입사원교육(OJT), 직무능력향상교육","휴게실, 회의실, 카페테리아, 사원증, 사무용품 지급, 최고 성능 컴퓨터, 안마실/안마의자","수평적 조직문화, 자유복장","통근버스 운행, 자율 근무제","연차, 여름휴가, 경조휴가제"
42934435,,"퇴직금, 연차수당, 4대 보험",,,,,,연차
42773563,"건강검진, 각종 경조사 지원, 단체 상해보험, 통신비 지원, 복지카드/포인트, 자녀학자금","퇴직연금, 장기근속자 포상, 휴일(특근)수당, 연차수당, 직책수당, 자격증수당, 장기근속수당, 4대 보험","명절선물/귀향비, 웰컴키트 지급","창립일행사, 워크샵, 플레이샵, 도서구입비지원, 자격증취득지원, 교육비 지원, 자기계발비 지원, 사내동호회 운영, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","카페테리아, 사내도서관, 안마실/안마의자","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용","야간교통비지급, 주차비지원, 회사차량 있음","경조휴가제, 패밀리데이, 시간제 연차"
42933705,"건강검진, 각종 경조사 지원","퇴직금, 연차수당, 4대 보험",창립일선물지급,"신입사원교육(OJT), 직무능력향상교육, 구내식당(사원식당), 점심식사 제공",,자유복장,주차장제공,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무"
42933300,,4대 보험,,"도서구입비지원, 간식 제공",,"회식강요 안함, 자유복장, 자유로운 연차사용",,
42932189,,"퇴직금, 4대 보험",,,,,,
42915028,"건강검진, 의료비지원(본인), 통신비 지원","퇴직연금, 장기근속자 포상, 스톡옵션, 야근수당, 휴일(특근)수당, 연차수당, 장기근속수당, 4대 보험","명절선물/귀향비, 생일자 조기퇴근","워크샵, 직무능력향상교육, 도서구입비지원, 자격증취득지원, 교육비 지원, 자기계발비 지원, 음료제공(차, 커피), 해외 워크샵, 컨퍼런스 개최","휴게실, 회의실, 공기청정기, 노트북, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 주차장제공","연차, 반차, 근로자의 날 휴무"
42931212,"건강검진, 각종 경조사 지원, 통신비 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 4대 보험","창립일선물지급, 생일선물/파티","창립일행사, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 구내식당(사원식당), 저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 회의실, 문턱 없음, 노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장",야간교통비지급,"연차, 반차, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가"
42930873,각종 경조사 지원,"인센티브제, 퇴직금, 성과급, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험",,점심식사 제공,,,주 40시간제 시행,"여름휴가, 근로자의 날 휴무"
42929699,"건강검진, 의료비지원(가족), 통신비 지원, 자녀학자금",퇴직금,,,,,주거비 지원,연차
42929668,각종 경조사 지원,"인센티브제, 우수사원포상, 휴일(특근)수당, 연차수당, 직책수당, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 음료제공(차, 커피)","휴게실, 수면실, 공기청정기, 카페테리아","회식강요 안함, 야근강요 안함, 자유복장",,
42925545,,"퇴직금, 4대 보험",명절선물/귀향비,"도서구입비지원, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 카페테리아, 장애인 전용주차장, 스마트기기, 사원증, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 탄력근무제, 주 40시간제 시행","연차, 반차, 육아휴직"
42929288,각종 경조사 지원,"퇴직연금, 장기근속자 포상, 성과급, 4대 보험",명절선물/귀향비,,"카페테리아, 스마트기기, 노트북, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장","탄력근무제, 주4.5일","연차, 경조휴가제, 반차, Refresh휴가, 남성출산휴가"
42929010,"건강검진, 의료비지원(본인), 각종 경조사 지원","장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금, 성과급, 장기근속수당, 4대 보험","명절선물/귀향비, 생일선물/파티","창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 자격증취득지원, 교육비 지원, 자기계발비 지원, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 카페테리아, 사무용품 지급, 최고 성능 컴퓨터, 안마실/안마의자","회식강요 안함, 야근강요 안함, 자유복장",탄력근무제,"연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 보건휴가"
42928945,,"상여금, 퇴직금, 4대 보험",,,,자유복장,,"연차, 여름휴가, 경조휴가제"
42928882,,"상여금, 퇴직금, 4대 보험",,,,자유복장,,"연차, 여름휴가, 경조휴가제"
42711869,,"스톡옵션, 4대 보험",명절선물/귀향비,"워크샵, 구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","노트북, 사원증, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용",,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42926094,"건강검진, 직원대출제도, 각종 경조사 지원, 체력단련실운영, 통신비 지원, 선택적복리후생, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 자격증수당, 가족수당, 4대 보험",창립일선물지급,"신입사원교육(OJT), 직무능력향상교육, 자격증취득지원, 교육비 지원, 구내식당(사원식당), 사내동호회 운영, 사우회(경조사회), 식비 지원","수유실, 휴게실, 회의실, 카페테리아, 문턱 없음, 자회사 제품할인",자유복장,,"연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 보건휴가"
42908172,"건강검진, 각종 경조사 지원, 업무활동비 지급","퇴직연금, 인센티브제, 스톡옵션, 퇴직금, 성과급, 연차수당, 가족수당, 4대 보험",생일선물/파티,"창립일행사, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 점심식사 제공, 간식 제공, 식비 지원","휴게실, 회의실, 노트북, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장",탄력근무제,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가"
42840934,"건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 의료비지원(가족), 자녀학자금","퇴직연금, 상여금, 우수사원포상, 퇴직금, 성과급, 4대 보험",,"신입사원교육(OJT), 외국어 교육 지원, 점심식사 제공, 저녁식사 제공, 아침식사 제공, 해외주재원 제도","회의실, 카페테리아, 사원증, 사무용품 지급","노조/노사협의회, 수평적 조직문화, 자유복장","야간교통비지급, 주차장제공, 탄력근무제, 자율 근무제","연차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42924587,업무활동비 지급,"퇴직연금, 4대 보험",명절선물/귀향비,"도서구입비지원, 점심식사 제공, 음료제공(차, 커피)","회의실, 노트북",자유복장,주차장제공,"여름휴가, Refresh휴가, 근로자의 날 휴무"
42627848,주요 제품 직원 할인,,생일선물/파티,"점심식사 제공, 아침식사 제공",카페테리아,자유복장,,"연차, Refresh휴가"
42887559,"건강검진, 각종 경조사 지원, 체력단련실운영, 헬스비 지급","장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 교육비 지원, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 카페테리아, 노트북, 자회사 제품할인, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장",회사차량 있음,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원, 산전 후 휴가, 육아휴직, 남성출산휴가"
42833374,,"퇴직연금, 연차수당, 4대 보험",,"교육비 지원, 자기계발비 지원, 음료제공(차, 커피)","공기청정기, 노트북, 사무용품 지급","수평적 조직문화, 자유복장, 자유로운 연차사용",,
42893774,각종 경조사 지원,"퇴직연금, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 결혼기념일선물","창립일행사, 워크샵, 신입사원교육(OJT), 도서구입비지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피)","회의실, 공기청정기, 노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용",탄력근무제,"여름휴가, 경조휴가제, 반차, Refresh휴가"
42921480,,"퇴직연금, 4대 보험","명절선물/귀향비, 생일선물/파티","도서구입비지원, 교육비 지원",,"수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장","주차비지원, 탄력근무제, 주 40시간제 시행","연차, 경조휴가제, 반차, 근로자의 날 휴무, 시간제 연차"
42920232,,"인센티브제, 4대 보험",명절선물/귀향비,"점심식사 제공, 저녁식사 제공, 식비 지원, 음료제공(차, 커피)","회의실, 카페테리아","회식강요 안함, 야근강요 안함, 자유복장",차량유류비지급,"연차, 산전 후 휴가, 육아휴직"
42831007,,"퇴직연금, 상여금, 성과급, 4대 보험","명절선물/귀향비, 임신/출산 선물","워크샵, 도서구입비지원, 점심식사 제공, 간식 제공, 식비 지원","회의실, 카페테리아","야근강요 안함, 자유복장, 자유로운 연차사용",,"연차, 여름휴가, 반차, 포상휴가, 보건휴가"
42919086,,4대 보험,,,,,,
42918926,,4대 보험,,,,자유복장,탄력근무제,
42800740,,"퇴직금, 4대 보험",,"식비 지원, 음료제공(차, 커피)",,,주차장제공,
42917250,"건강검진, 각종 경조사 지원","퇴직금, 야근수당, 4대 보험","명절선물/귀향비, 생일선물/파티, 도서 무제한 제공, 웰컴키트 지급","신입사원교육(OJT), 도서구입비지원, 멘토링제도, 교육비 지원, 자기계발비 지원, 구내식당(사원식당), 저녁식사 제공, 간식 제공, 음료제공(차, 커피), 신규입사자 멘토 제도","회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정원, 문턱 없음, 스마트기기, 사원증, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장","주차장제공, 주 52시간제 준수, 주 40시간제 시행","연차, 여름휴가, 반차, Refresh휴가, 근로자의 날 휴무, 시간제 연차"
42790008,건강검진,"인센티브제, 퇴직금, 야근수당, 연차수당, 4대 보험",명절선물/귀향비,"신입사원교육(OJT), 직무능력향상교육, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 스마트기기, 사원증, 사무용품 지급, 최고 성능 컴퓨터","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유로운 연차사용, 출산 장려, 칼퇴근 보장",주 52시간제 준수,"연차, 경조휴가제, 반차, 육아휴직"
42579450,"건강검진, 각종 경조사 지원","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티, 장기근속 선물",워크샵,"회의실, 공기청정기, 사무용품 지급, 최고 성능 컴퓨터","회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장",주 40시간제 시행,"연차, 여름휴가, 경조휴가제"
42915440,각종 경조사 지원,"퇴직연금, 야근수당, 휴일(특근)수당, 4대 보험",명절선물/귀향비,"워크샵, 신입사원교육(OJT), 도서구입비지원, 교육비 지원, 저녁식사 제공, 음료제공(차, 커피)",사무용품 지급,"회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용",주 52시간제 준수,"연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 육아휴직, 남성출산휴가"
42915434,"각종 경조사 지원, 주요 제품 직원 할인","상여금, 4대 보험",,,"공기청정기, 유니폼지급, 노트북, 자회사 제품할인, 사무용품 지급, 최고 성능 컴퓨터",,"탄력근무제, 주 52시간제 준수, 주 40시간제 시행",
42915412,"각종 경조사 지원, 주요 제품 직원 할인","상여금, 4대 보험",,,"공기청정기, 유니폼지급, 노트북, 자회사 제품할인, 사무용품 지급, 최고 성능 컴퓨터",,"탄력근무제, 주 52시간제 준수, 주 40시간제 시행",
42915171,,"퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","직무능력향상교육, 자기계발비 지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 회의실, 공기청정기, 카페테리아, 문턱 없음, 노트북, 사무용품 지급, 최고 성능 컴퓨터",,,
42914723,"건강검진, 각종 경조사 지원, 선택적복리후생","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 4대 보험",창립일선물지급,"저녁식사 제공, 사내동호회 운영, 음료제공(차, 커피)","휴게실, 노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장",야간교통비지급,"산전 후 휴가, 육아휴직, 보건휴가"
42914667,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 직책수당, 4대 보험",명절선물/귀향비,"우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 자격증취득지원, 자기계발비 지원, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, 커피)","휴게실, 노트북, 사원증, 사무용품 지급",자유복장,,"연차, 경조휴가제, 반차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42913533,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 4대 보험",명절선물/귀향비,"우수사원시상식, 워크샵, 저녁식사 제공, 식비 지원, 음료제공(차, 커피)",회의실,"자유복장, 자유로운 연차사용",야간교통비지급,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 휴양시설 제공"
42913498,,"퇴직금, 성과급, 4대 보험",명절선물/귀향비,"워크샵, 신입사원교육(OJT), 도서구입비지원, 점심식사 제공, 간식 제공, 음료제공(차, 커피)","회의실, 공기청정기, 노트북","수평적 조직문화, 자유복장, 자유로운 연차사용","야간교통비지급, 탄력근무제","연차, Refresh휴가, 근로자의 날 휴무, 포상휴가"
42913090,"건강검진, 의료비지원(본인), 각종 경조사 지원, 통신비 지원","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 장기근속수당, 가족수당, 4대 보험",명절선물/귀향비,"우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 도서구입비지원, 멘토링제도, 사이버연수원운영, 자격증취득지원, 교육비 지원, 점심식사 제공, 저녁식사 제공, 아침식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피)","휴게실, 회의실, 노트북, 사무용품 지급","회식강요 안함, 야근강요 안함, 자유복장","차량유류비지급, 야간교통비지급, 주차장제공, 주차비지원, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가"
42910609,업무활동비 지급,"인센티브제, 우수사원포상, 4대 보험",,"플레이샵, 저녁식사 제공, 사내동호회 운영","회의실, 건물 내 경사로, 노트북",,"주차장제공, 회사차량 있음","연차, 여름휴가"
42909742,,"퇴직연금, 장기근속자 포상, 우수사원포상, 직책수당, 4대 보험","도서 무제한 제공, 생일자 조기퇴근","자격증취득지원, 교육비 지원, 점심식사 제공, 간식 제공, 식비 지원, 음료제공(차, 커피), 점심시간 연장제도","휴게실, 회의실, 공기청정기, 노트북, 사무용품 지급","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 자유로운 연차사용, 님/닉네임 문화, 칼퇴근 보장","재택근무, 주 40시간제 시행","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 포상휴가, 산전 후 휴가, 육아휴직, 남성출산휴가"
42909362,"건강검진, 단체 상해보험","인센티브제, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 웰컴키트 지급","신입사원교육(OJT), 아침식사 제공","휴게실, 수면실, 카페테리아, 사내 정원, 스마트기기, 노트북, 사원증, 콘도/리조트 이용권, 안마실/안마의자","수평적 조직문화, 야근강요 안함, 자유복장, 자유로운 연차사용, 칼퇴근 보장","탄력근무제, 재택근무, 주 52시간제 준수","연차, Refresh휴가, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 보건휴가, 휴양시설 제공, 시간제 연차"
42908423,"건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 통신비 지원, 자녀학자금","퇴직금, 4대 보험",,,"휴게실, 회의실, 노트북",자유복장,,"연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42908328,"건강검진, 의료비지원(본인), 각종 경조사 지원, 의료비지원(가족), 통신비 지원, 자녀학자금","퇴직금, 4대 보험",,,"휴게실, 회의실, 노트북",자유복장,,"연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42775678,,"야근수당, 연차수당, 4대 보험",,,,,,
42906870,,"퇴직금, 4대 보험",,,,,,"연차, 여름휴가"
42844308,"직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 자격증수당, 4대 보험","창립일선물지급, 생일선물/파티, 결혼기념일선물","워크샵, 도서구입비지원, 자격증취득지원, 점심식사 제공, 저녁식사 제공, 사우회(경조사회), 아침식사 제공, 간식 제공","휴게실, 회의실, 공기청정기, 노트북, 사원증, 콘도/리조트 이용권",칼퇴근 보장,"회사차량 있음, 주 40시간제 시행","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 시간제 연차"
42895527,"건강검진, 금연수당, 각종 경조사 지원, 자녀학자금","인센티브제, 상여금, 우수사원포상, 4대 보험",,,,,,
42883129,,"퇴직금, 4대 보험",명절선물/귀향비,점심식사 제공,,자유복장,,연차
42905645,,"퇴직금, 4대 보험",,,,,,
42669263,건강검진,"인센티브제, 4대 보험","명절선물/귀향비, 생일선물/파티","창립일행사, 워크샵, 직무능력향상교육, 음료제공(차, 커피)","휴게실, 회의실, 사원증, 자회사 제품할인, 사무용품 지급",자유복장,,근로자의 날 휴무
42905425,,"인센티브제, 퇴직금, 4대 보험",,,,"수평적 조직문화, 자유복장, 자유로운 연차사용, 칼퇴근 보장",자율 근무제,"연차, 여름휴가, 반차, 근로자의 날 휴무"
42905227,"건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 4대 보험","명절선물/귀향비, 생일선물/파티, 웰컴키트 지급","워크샵, 교육비 지원, 자기계발비 지원, 저녁식사 제공, 아침식사 제공, 간식 제공, 음료제공(차, 커피)","휴게실, 수면실, 회의실, 카페테리아, 노트북, 사원증, 사무용품 지급, 최고 성능 컴퓨터, 안마실/안마의자, 스탠딩 책상","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유로운 연차사용, 님/닉네임 문화","야간교통비지급, 탄력근무제","연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직"
42905169,"건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",,"저녁식사 제공, 음료제공(차, 커피)","회의실, 공기청정기, 유니폼지급, 사원증, 사무용품 지급",회식강요 안함,야간교통비지급,"산전 후 휴가, 육아휴직, 남성출산휴가, 휴양시설 제공"
